ID,sentence,subjectivity,length,sentiment
141372,"Corresponding rates for ULTIMATE II were 0.09 and 0.18 (rate ratio, 0.51; P = .002).",1,84,0
285832,"""We have successfully controlled the spread of Ebola in Uganda,"" Health Minister Jane Ruth Aceng said during a ceremony to mark the outbreak's end.",0.95,147,1
188323,Key Results   Models based on noncognitive covariates alone attained AUCs of 0.800 and 0.785 for predicting Alzheimer's dementia 3 and 5 years from baseline.,1,157,0
73228,"Considering the neural pathways involved is crucial to understanding the syndrome and finding an effective treatment,"" he added.",0.9,128,0
220584,"""Carefully choosing who you prescribe an opioid to tends to make a difference,"" Guevara said.",1,93,0
168033,"""So, it turns out that our image of an 'evil empire' is crumbling before our eyes?""",1,83,0
29446,"In a written statement, the spokesperson said Emory Healthcare remains ""steadfast in providing excellent and equitable health care to all of our patients.""",0.9,155,1
258421,The federal government is planning for a potential rise in COVID-19 cases this fall and is setting aside $3.2 billion for 105 million doses of Pfizer Inc.'s vaccine.,1,165,0
7593,"The difference between the echocardiographic and invasive gradients is likely explained by the pressure recovery phenomenon, Rodés-Cabau said.",1,142,0
123918,"Although family members often have to step in to help parents and relatives make the difficult decision, physicians have a role to play too.",1,140,0
158188,"Among those vaccinated during the study period, the researchers found that 4677 individuals experienced a first-incident acute liver injury.",0.9,140,-1
224637,It's the latest in a growing number of wearables designed for smoking cessation.,0.9,80,1
193528,"Grinspoon never took opiates during work; he was a successful physician, helping people and keeping the family together, all of which he used to justify his addiction.",0.95,167,-1
285106,"""It's important to remember that severe hepatitis in children is rare, even with the potential increase in cases that we are reporting today.""",0.966666667,142,0
116212,"Important Considerations  ""These medications treat a biological disease, not a lifestyle problem,"" Dr. Grunvald said in a prepared statement.",1,141,0
68764,"China argues the policy, which has all-but-shut its borders to travel, is necessary to save lives and prevent the health care system from being overwhelmed.",1,156,0
274629,"""It's this crazy rollercoaster that makes it impossible to hire and put those systems in place.""",0.95,96,-1
88600,"To explore these risks, Liou and colleagues recruited adults whose H. pylori infections were not successfully eradicated.",0.95,121,0
49938,"How can we leverage that to help us, without being totally derailed when a streak, inevitably, ends?",0.875,100,0
287310,"""The selected centers are not representative of the majority of hospitals that offer IVT to stroke patients with acute stroke.""",0.9,127,-1
151621,Two  popular programs  are the Families Moving Forward and the Math Interactive Learning Experience programs.,0.9,109,0
159337,"Not only is it likely to injure and traumatize the patient, it can also injure the care team.""",1,94,-1
132365,"These findings are ""striking,"" according to Balasubramanian and colleagues.",1,75,0
88268,From movies to billboards to magazine covers — media has been pushing impossible beauty ideals for decades.,1,107,-1
126159,"This is considered a rare side effect [of anti-TNF therapy],"" he said, adding that MS still occurred even in people who did not receive anti-TNF therapy.",0.9,153,0
154271,"The risk for COVID-19 diagnosis was significant in the nonvaccinated group (OR, 1.21; 95% CI, 1.11-1.30) but not in the vaccinated group (OR, 1.09; 95% CI, 0.65-1.85).",0.875,167,0
138741,"Authorities, however, have been making ongoing if modest tweaks to managing the virus.",0.9,86,-1
273945,"So far, cases in women and children are extremely rare, although there have been some reported in the United States.",0.95,116,0
3317,"Amanda Lundberg, RN, BSN, also experienced delays in licensure when it took 4 months for her to get her RN license in Washington.",0.9,129,-1
203757,"""The state has instead chosen to issue misleading and dangerous reports designed to harm transgender people.""",0.9,109,-1
259148,"It said that as of Jan. 31, the CDC had identified 55 patients in 12 states with infections linked to the use of Artificial Tears distributed by EzriCare, it said.",1,163,-1
103029,"If the shortage continues, ""it becomes necessary for centers to establish algorithms for management now,"" they wrote.",1,117,-1
48178,"In January, EzriCare and Delsam Pharma artificial tears and ointment products were recalled after being linked to the bacterium P. aeruginosa.",1,142,-1
16807,"At the time of surgery, he recalled, the youth were sad because they felt that their weight would forever foreclose these possibilities.",1,136,-1
40627,Reliance on any information provided in this article is solely at your own risk.,1,80,0
209744,"""The words that clinicians use can have a significant impact on the knowledge parents take away from encounters and the decisions they make.",0.875,140,0
97745,"It is possible, they add, that the vaccine is helping to stop the cycle of viral reactivation, inflammation, and neuronal damage.",1,129,1
213967,"And it's the greatest number of abstract submissions we've seen since 2004.""",1,76,1
167553,The key difference between the two experiences: Melville's husband didn't have a polyp removed.,1,95,0
140988,"The editorialists agree that the results are ""encouraging,"" but they were doubtful of drawing conclusions from the trial.",0.9,121,0
99282,Epstein teaches doctors to establish trust before providing difficult information.,1,82,0
213562,That led to the inevitable conclusion that perhaps serotonin dysregulation may play a part in the pathogenic process in MDD.,1,124,0
73143,"""We're taking care of patients in every possible location we can in the hospital.""",1,82,0
202164,""" Chong confirmed that this as well as ""insufficient funds"" were among the reasons given to his colleagues.",1,107,-1
147036,So I learned: Afternoon java was horrible for day shift but wonderful for transitioning to night shift duties.,1,110,-1
157726,What is amusing is that this vaccine could be indicated for people who don't want to get mRNA vaccines for ideological reasons.,1,127,0
280201,"For example, 39% of the California population identifies as Latino, but only 5% of all licensed physicians in the state say they belong to that ethnic group, Alonzo-Diaz said.",1,175,0
